product_img_id,product_id,product_img_url,is_main
181354,181353,https://ae01.alicdn.com/kf/S21db717e5bef484ca0c1ef958db2f392Q.jpg,True
181355,181353,https://ae01.alicdn.com/kf/S72a3eee5f981450dad97513054f73f1as.jpg,True
181356,181353,https://ae01.alicdn.com/kf/S6cb6b18888254fce9c526eb54b5dfd2fh.jpg,True
181357,181353,https://ae01.alicdn.com/kf/Sd9348ab06fa44adf8df4b26e6c7c43743.jpg,False
181358,181353,https://ae01.alicdn.com/kf/S60d7dcb4174e4031b3d332d2e20f9cc1T.jpg,False
181359,181353,https://ae01.alicdn.com/kf/Sd1568d3420db44d090d4f279bbe189ec9.jpg,False
181360,181353,https://ae01.alicdn.com/kf/Sd7c1a19d7a424a29818f57170ff3a720N.jpg,False
181361,181353,https://ae01.alicdn.com/kf/S56ec38c884234394a13ce055dd001157f.jpg,False
181362,181353,https://ae01.alicdn.com/kf/S154cc6a3a57f4c80a61970bac6ab8346i.jpg,False
181363,181353,https://ae01.alicdn.com/kf/Sd4331ec3b19a412d9432caa409c77cc7e.jpg,False
181364,181353,https://ae01.alicdn.com/kf/S07e026bce23943b58c800f9dcabddc8an.jpg,False
181365,181353,https://ae01.alicdn.com/kf/Sdf4a09737f2f4612948e6d7931571cca4.jpg,False
181366,181353,https://ae01.alicdn.com/kf/S0d58bcfbb4c84771b9882b74074266afL.jpg,False
181367,181353,https://ae01.alicdn.com/kf/HTB1_i.7MXXXXXXnXVXXq6xXFXXXW/111024045/HTB1_i.7MXXXXXXnXVXXq6xXFXXXW.jpg,False
181368,181353,https://ae01.alicdn.com/kf/HTB1MVBtMpXXXXXlXXXXq6xXFXXX6/111024045/HTB1MVBtMpXXXXXlXXXXq6xXFXXX6.jpg,False
181369,181353,https://ae01.alicdn.com/kf/HTB10oNmMpXXXXcNXXXXq6xXFXXXA/111024045/HTB10oNmMpXXXXcNXXXXq6xXFXXXA.jpg,False
181370,181353,https://ae01.alicdn.com/kf/HTB1ycBaMpXXXXaqXFXXq6xXFXXXl/111024045/HTB1ycBaMpXXXXaqXFXXq6xXFXXXl.jpg,False
277327,277326,https://ae01.alicdn.com/kf/S1764b2d80566483eb3d79e6fd0befce68.jpg,True
277328,277326,https://ae01.alicdn.com/kf/S2f533a7e487e4a3a9ea4ea08a25c96a8h.jpg,True
277329,277326,https://ae01.alicdn.com/kf/S6685cca74a4d4516b4d659c2658cd3d9Y.jpg,True
277330,277326,https://ae01.alicdn.com/kf/S6e4c14b03517464db7d897ad3720b432Q.jpg,False
277331,277326,https://ae01.alicdn.com/kf/S5a9de81ea7d242f1902da5164eca9d16D.jpg,False
277332,277326,https://ae01.alicdn.com/kf/Se64fe42678ce4b8db5bacf69ccc02311C.jpg,False
277333,277326,https://ae01.alicdn.com/kf/Secaf0dc16e2247e48f048485310994b51.jpg,False
277334,277326,https://ae01.alicdn.com/kf/S768ec00a5dce4d51a00fb7642afbfd9aI.jpg,False
277335,277326,https://ae01.alicdn.com/kf/S74df67bd10e946c086a0cea230dd9cedr.jpg,False
193267,193266,https://ae01.alicdn.com/kf/Sc0dd6430db58444b91b69f8c2c04a053u.jpg,True
193268,193266,https://ae01.alicdn.com/kf/S62cd995f81c14a42ae4703b6a28eac958.jpg,True
193269,193266,https://ae01.alicdn.com/kf/S487c7611e36e4396aae0fc081b0e15f4X.jpg,True
193270,193266,https://ae01.alicdn.com/kf/Sb000d49fb14d4a5db295a344a7f55a92e.jpg,False
193271,193266,https://ae01.alicdn.com/kf/Sf70832ba4e924042ba876ef380b94714D.jpg,False
193272,193266,https://ae01.alicdn.com/kf/S91afc523e9784a4d87033c7ca48378599.jpg,False
193273,193266,https://ae01.alicdn.com/kf/S8bf12d7236954532a1b2d65b8ae141ac8.jpg,False
193274,193266,https://ae01.alicdn.com/kf/S188a10ef04d44b2e842e25cd350c5249s.jpg,False
193275,193266,https://ae01.alicdn.com/kf/Saef60e5bc69d4cde96083b412aba1e00u.jpg,False
193276,193266,https://ae01.alicdn.com/kf/S412c4e69e7d94c22818998fef38b5903X.jpg,False
193277,193266,https://ae01.alicdn.com/kf/S60626e7c9a4b482c91d9b89d50a9f057E.jpg,False
193278,193266,https://ae01.alicdn.com/kf/S5f160868e6364b8fb9cec96fdf21f721t.jpg,False
193279,193266,https://ae01.alicdn.com/kf/Sb9b418cc16c642cdab0ab00da74a8f99x.jpg,False
193280,193266,https://ae01.alicdn.com/kf/Sb8d74ce41afe4281b51eced212d0eb3fj.jpg,False
193281,193266,https://ae01.alicdn.com/kf/S7465f2fd0c5946c8b3cb03b62249e929T.jpg,False
174134,174133,https://ae03.alicdn.com/kf/S2b24a37bdbdf4d8180c76e7599a772f6p.jpg,True
174135,174133,https://ae03.alicdn.com/kf/S44c360b4f53c49e7ab295875d206531b4.jpg,True
174136,174133,https://ae03.alicdn.com/kf/S7d8c37d885fa47e59f68bb06111ee030L.jpg,True
174137,174133,https://ae03.alicdn.com/kf/Sb0bc91a309dc47f9a26c6ac66266460cI.jpg,False
174138,174133,https://ae03.alicdn.com/kf/S7c3dc23931e24ef397f15f01d0346610O.jpg,False
174139,174133,https://ae03.alicdn.com/kf/S7a45ef1e6dd84750af481a05893277fc6.jpg,False
174140,174133,https://ae03.alicdn.com/kf/S3f8fed1baa2746c69e9cd5506d01fd4dL.jpg,False
174141,174133,https://ae03.alicdn.com/kf/S6c76c84ecdf443b2b37643e19605c3622.jpg,False
2430841,243083,https://ae01.alicdn.com/kf/S4ab4fe7899844ad7af4b5ea6870b702bc.jpg,True
243085,243083,https://ae01.alicdn.com/kf/Sb39f5a6031344472a34034358219f2f0A.jpg,True
243086,243083,https://ae01.alicdn.com/kf/Sd4c609b2540c45f983248e4715640a4cJ.jpg,True
243087,243083,https://ae01.alicdn.com/kf/S654ffd1a62ad4f90b23de5ffd238ab91B.jpg,False
243088,243083,https://ae01.alicdn.com/kf/Sc9d4e2377bed453ca54f6ffbbd4864044.png,False
243089,243083,https://ae01.alicdn.com/kf/Sfa5bcecd737f479dba28d77e1ca54a5aJ.jpg,False
243090,243083,https://ae01.alicdn.com/kf/S57e80973fbca45bc9c4430d2fdedaafcj.jpg,False
243091,243083,https://ae01.alicdn.com/kf/S5e9e3c46a9e94e0bbe8fe228302fba834.jpg,False
213843,213842,https://ae01.alicdn.com/kf/Sdcb7090060ab451db54da12dce1bcd21D.jpg,True
213844,213842,https://ae01.alicdn.com/kf/Se314f464cab549fa967123bba9e7bbc8R.jpg,True
213845,213842,https://ae01.alicdn.com/kf/S2e630811a0874d76a0c72c9fa08aa950s.jpg,True
213846,213842,https://ae01.alicdn.com/kf/Sd8b4faa492b84b52ab18c309ccde92617.jpg,False
213847,213842,https://ae01.alicdn.com/kf/S26c0a022230f427691e7bd137c46c8f06.jpg,False
213848,213842,https://ae01.alicdn.com/kf/S681955d04dce43edb4afcd0d082a531aC.jpg,False
213849,213842,https://ae01.alicdn.com/kf/Scd3cc83323be4616bb82707e78b74f5ex.jpg,False
213850,213842,https://ae01.alicdn.com/kf/S76dcdd58f41b43319914148cda53c39ft.jpg,False
213851,213842,https://ae01.alicdn.com/kf/S860535af61894bde9cc3aebe49f58f7dJ.jpg,False
381687,381686,https://ae01.alicdn.com/kf/Sa018ae3705144714919ccc2955cd467e4.jpg,True
381688,381686,https://ae01.alicdn.com/kf/Sed9d04c25b47445da074b76770ff783bK.png,True
381689,381686,https://ae01.alicdn.com/kf/S6f0c2547fafb42e8b35afe274f6728a4k.jpg,True
381690,381686,https://ae01.alicdn.com/kf/Sc26cb13c958043ee8464644722c62052w.jpg,False
381691,381686,https://ae01.alicdn.com/kf/S31cf6f4a4ec449d6a28c92ebdce6686eO.jpg,False
381692,381686,https://ae01.alicdn.com/kf/S396f0a18ab914b8aaa8fdffaadb09df8T.jpg,False
381693,381686,https://ae01.alicdn.com/kf/Sd30d70c2aefe49d687965e1ecf5798916.jpg,False
381694,381686,https://ae01.alicdn.com/kf/S8b2ec42eff37435fa855c8ee1246fc03k.jpg,False
381695,381686,https://ae01.alicdn.com/kf/Sdb9e2b96f4c64958b42120bfd50fe68dc.jpg,False
381696,381686,https://ae01.alicdn.com/kf/S095bb1168e6d48ceaf4fda2658859363Z.jpg,False
381697,381686,https://ae01.alicdn.com/kf/S6757fbd0f6c94918a8ce4c0639b2dd52p.jpg,False
381698,381686,https://ae01.alicdn.com/kf/Sbef240d149734b6396ce533e0dc7315bX.jpg,False
381699,381686,https://ae01.alicdn.com/kf/S01bd8e272f3e49be9d8ea37c6c9edac5s.jpg,False
381700,381686,https://ae01.alicdn.com/kf/S6899f8cc4bef450fbf119c02453ae5eb4.jpg,False
381701,381686,https://ae01.alicdn.com/kf/Sfff10a516e334d55bfde2fc02ab8b2d9J.jpg,False
381702,381686,https://ae01.alicdn.com/kf/S14ca138c45c342b7a25477603129846c8.jpg,False
381703,381686,https://ae01.alicdn.com/kf/S886651fbd7da411eb7283bbb6aab57324.jpg,False
139221,139220,https://ae01.alicdn.com/kf/S73e5b6b2ce6e4226a492d40ddead278c0.jpg,True
139222,139220,https://ae01.alicdn.com/kf/S915c15c2f46944c7abcea5f6a4db2f261.jpg,True
139223,139220,https://ae01.alicdn.com/kf/S7d381fee7fcc49d7b808b87ac4401f15d.jpg,True
139224,139220,https://ae01.alicdn.com/kf/S76a7adc2e04b433b86db71588b49de62w.jpg,False
139225,139220,https://ae01.alicdn.com/kf/S9de542f945424e3597d2c40bbde89355F.jpg,False
139226,139220,https://ae01.alicdn.com/kf/S36c7d56850504eb49723966180cd191dB.jpg,False
139227,139220,https://ae01.alicdn.com/kf/Sf0b221f7f6994e3babcd3ab6682bd1c9s.jpg,False
139228,139220,https://ae01.alicdn.com/kf/S8f402892ae3c4d0c81dc05b37a9f193el.jpg,False
139229,139220,https://ae01.alicdn.com/kf/S6d611701340a4404b606544828c73550O.jpg,False
139230,139220,https://ae01.alicdn.com/kf/S29c6034ff1d343e2a080abe2183ea3aeM.jpg,False
221118,221117,https://ae01.alicdn.com/kf/Sc7fa4e72112449a5851f3f43c5c6744fO.jpg,True
221119,221117,https://ae01.alicdn.com/kf/S241ca83a9f804ddeb9c9685cf3c5fb82G.jpg,True
221120,221117,https://ae01.alicdn.com/kf/S76031de5046b44f1bc17e377d8409ad0W.jpg,True
